Unnamed: 0,type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),name,desc,is_curve,speed,add_curve,remove_curve
2037,T,37.0045113,-86.3643459,520.9,63.2,-1.7,1.911,4.38,,,True,31,False,False
2038,T,37.0045199,-86.3643352,520.8,44.8,-1.9,1.912,4.42,,,True,32,False,False
2039,T,37.0045263,-86.3643231,520.7,56.5,-1.7,1.913,4.23,,,True,33,False,False
2040,T,37.0045338,-86.3643084,520.6,57.4,-1.7,1.914,5.09,,,True,34,False,False
2041,T,37.0045402,-86.3642949,520.6,59.3,-1.1,1.915,4.58,,,True,35,False,False
2042,T,37.0045477,-86.3642802,520.6,57.4,-0.8,1.916,5.09,,,True,36,False,False
2043,T,37.0045531,-86.3642668,520.5,63.2,-0.6,1.917,4.38,,,True,37,False,False
2044,T,37.0045616,-86.364252,520.5,54.3,-0.6,1.918,5.32,,,True,38,False,False
2045,T,37.0045681,-86.3642386,520.5,58.7,-0.4,1.918,4.57,,,True,40,False,False
2046,T,37.0045777,-86.3642239,520.5,50.7,-0.4,1.92,5.54,,,False,40,False,False
2047,T,37.0045884,-86.3642105,520.5,45.0,0.5,1.921,5.52,,,False,40,False,False
2048,T,37.0045948,-86.3641957,520.5,61.6,1.1,1.922,4.91,,,False,40,False,False
2049,T,37.0046045,-86.3641823,520.6,47.8,1.4,1.923,5.27,,,False,40,False,False
2050,T,37.0046141,-86.3641689,520.7,48.1,1.4,1.924,5.25,,,False,40,False,False
2051,T,37.004628,-86.3641528,520.8,42.8,1.4,1.925,6.91,,,False,40,False,False
2052,T,37.0046387,-86.364138,520.9,47.8,1.4,1.926,5.82,,,False,40,False,False
2053,T,37.0046495,-86.3641233,520.9,47.4,1.4,1.927,5.82,,,False,40,False,False
2054,T,37.004658,-86.3641112,521.0,48.7,1.3,1.928,4.7,,,False,40,False,False
2055,T,37.0046677,-86.3641005,521.1,41.4,1.5,1.929,4.72,,,False,40,False,False
2056,T,37.0046794,-86.3640911,521.2,32.7,1.6,1.93,5.07,,,False,40,False,False
2057,T,37.004688,-86.3640804,521.2,44.8,1.4,1.931,4.42,,,False,40,False,False
2058,T,37.0046966,-86.3640737,521.3,31.9,1.6,1.931,3.69,,,False,40,False,False
2059,T,37.0047073,-86.3640629,521.4,38.9,1.5,1.932,5.01,,,False,40,False,False
2060,T,37.004718,-86.3640536,521.4,34.8,1.6,1.933,4.75,,,False,40,False,False
2061,T,37.0047298,-86.3640442,521.5,32.5,1.6,1.934,5.1,,,False,40,False,False
2062,T,37.0047426,-86.3640348,521.6,30.4,1.6,1.935,5.41,,,False,40,False,False
2063,T,37.0047533,-86.3640254,521.7,35.1,1.6,1.936,4.77,,,False,40,False,False
2064,T,37.0047641,-86.364016,521.8,34.8,1.7,1.937,4.8,,,False,40,False,False
2065,T,37.0047748,-86.3640053,521.8,38.6,1.7,1.938,4.99,,,False,40,False,False
2066,T,37.0047865,-86.3639972,521.9,28.9,1.8,1.939,4.87,,,False,40,False,False
2067,T,37.0047962,-86.3639905,522.0,28.9,1.8,1.94,4.04,,,False,40,False,False
2068,T,37.0048069,-86.3639811,522.1,35.1,1.8,1.94,4.77,,,False,40,False,False
2069,T,37.0048197,-86.3639717,522.2,30.4,1.8,1.942,5.41,,,False,40,False,False
2070,T,37.0048305,-86.3639624,522.3,34.5,1.8,1.942,4.78,,,False,40,False,False
2071,T,37.0048412,-86.3639543,522.4,31.2,1.9,1.943,4.56,,,False,40,False,False
2072,T,37.0048508,-86.3639489,522.4,24.2,1.9,1.944,3.83,,,False,40,False,False
2073,T,37.0048604,-86.3639409,522.5,33.6,1.9,1.945,4.2,,,False,40,False,False
2074,T,37.0048711,-86.3639342,522.7,26.6,3.9,1.946,4.36,,,False,40,False,False
2075,T,37.0048808,-86.3639261,522.8,33.7,3.8,1.946,4.25,,,False,40,False,False
2076,T,37.0048904,-86.3639181,523.0,33.6,3.7,1.947,4.2,,,False,40,False,False
2077,T,37.0049011,-86.3639101,523.2,30.8,3.8,1.948,4.54,,,False,40,False,False
2078,T,37.0049129,-86.363902,523.4,28.7,3.7,1.949,4.9,,,False,40,False,False
2079,T,37.0049226,-86.363894,523.5,33.4,3.6,1.95,4.23,,,False,40,False,False
2080,T,37.0049343,-86.3638846,523.7,32.7,3.5,1.951,5.07,,,False,40,False,False
2081,T,37.0049461,-86.3638779,523.9,24.4,3.6,1.952,4.72,,,False,40,False,False
2082,T,37.0049579,-86.3638685,524.0,32.5,3.4,1.953,5.1,,,False,40,False,False
2083,T,37.0049686,-86.3638604,524.2,31.2,3.3,1.954,4.56,,,False,40,False,False
2084,T,37.0049804,-86.3638524,524.3,28.4,3.4,1.954,4.89,,,False,40,False,False
2085,T,37.0049922,-86.3638443,524.5,28.7,3.3,1.955,4.9,,,False,40,False,False
2086,T,37.005005,-86.3638363,524.7,26.5,3.3,1.956,5.21,,,False,40,False,False
2087,T,37.0050157,-86.3638282,524.8,31.2,3.1,1.957,4.56,,,False,40,False,False
2088,T,37.0050254,-86.3638215,524.9,28.9,3.1,1.958,4.04,,,False,40,False,False
2089,T,37.0050382,-86.3638148,525.1,22.7,3.2,1.959,5.05,,,False,40,False,False
2090,T,37.00505,-86.3638095,525.2,19.7,3.2,1.96,4.57,,,False,40,False,False
2091,T,37.0050607,-86.3638028,525.4,26.6,3.0,1.961,4.36,,,False,40,False,False
2092,T,37.0050757,-86.3637987,525.6,12.3,3.3,1.962,5.59,,,False,40,False,False
2093,T,37.0050864,-86.3637961,525.7,11.0,3.3,1.962,3.97,,,False,40,False,False
2094,T,37.0050982,-86.3637894,525.8,24.4,2.9,1.963,4.72,,,False,40,False,False
2095,T,37.005111,-86.363784,526.0,18.6,3.0,1.964,4.92,,,False,40,False,False
2096,T,37.005125,-86.3637773,526.1,20.9,2.9,1.965,5.46,,,False,40,False,False
2097,T,37.0051357,-86.3637733,526.3,16.6,3.0,1.966,4.07,,,False,40,False,False
2098,T,37.0051496,-86.3637666,526.4,21.1,2.9,1.967,5.43,,,False,40,False,False
2099,T,37.0051625,-86.3637625,526.6,14.2,3.2,1.968,4.85,,,False,40,False,False
2100,T,37.0051764,-86.3637558,526.7,21.1,3.1,1.969,5.43,,,False,40,False,False
2101,T,37.0051903,-86.3637518,526.9,12.9,3.3,1.97,5.19,,,False,40,False,False
2102,T,37.0052032,-86.3637478,527.1,13.9,3.7,1.971,4.84,,,False,40,False,False
2103,T,37.0052149,-86.3637451,527.3,10.4,3.8,1.972,4.33,,,False,40,False,False
2104,T,37.0052267,-86.3637397,527.4,20.1,3.9,1.973,4.58,,,False,40,False,False
2105,T,37.0052385,-86.3637344,527.6,19.7,3.9,1.973,4.57,,,False,40,False,False
2106,T,37.0052492,-86.363729,527.8,22.0,3.8,1.974,4.2,,,False,40,False,False
2107,T,37.0052631,-86.3637236,528.0,17.2,3.8,1.975,5.3,,,False,40,False,False
2108,T,37.0052771,-86.3637183,528.2,16.8,3.6,1.976,5.33,,,False,40,False,False
2109,T,37.0052888,-86.3637116,528.3,24.6,3.6,1.977,4.69,,,False,40,False,False
2110,T,37.0053017,-86.3637075,528.5,14.2,3.6,1.978,4.85,,,False,40,False,False
2111,T,37.0053135,-86.3637035,528.7,15.1,3.5,1.979,4.45,,,False,40,False,False
2112,T,37.0053263,-86.3636968,528.8,22.7,3.4,1.98,5.05,,,False,40,False,False
2113,T,37.0053413,-86.3636901,529.0,19.6,3.4,1.981,5.8,,,False,40,False,False
2114,T,37.0053531,-86.3636847,529.2,20.1,3.4,1.982,4.58,,,False,40,False,False
2115,T,37.0053649,-86.3636807,529.3,15.1,3.2,1.983,4.45,,,False,40,False,False
2116,T,37.0053799,-86.3636754,529.5,15.8,3.2,1.984,5.68,,,False,40,False,False
2117,T,37.0053906,-86.36367,529.7,22.0,3.1,1.985,4.2,,,False,40,False,False
2118,T,37.0054045,-86.3636673,529.8,8.8,3.1,1.986,5.12,,,False,40,False,False
2119,T,37.0054184,-86.3636606,530.0,21.1,2.9,1.987,5.43,,,False,40,False,False
2120,T,37.0054323,-86.3636566,530.1,12.9,2.1,1.988,5.19,,,False,40,False,False
2121,T,37.0054473,-86.3636526,530.2,12.0,2.2,1.989,5.59,,,False,40,False,False
2122,T,37.0054591,-86.3636485,530.3,15.5,2.1,1.989,4.46,,,False,40,False,False
2123,T,37.005473,-86.3636459,530.4,8.5,2.2,1.99,5.12,,,False,40,False,False
2124,T,37.0054827,-86.3636418,530.5,18.7,2.3,1.991,3.73,,,False,40,False,False
2125,T,37.0054934,-86.3636338,530.6,30.8,2.2,1.992,4.54,,,False,40,False,False
2126,T,37.0055041,-86.3636257,530.7,31.2,2.3,1.993,4.56,,,False,40,False,False
2127,T,37.005517,-86.363619,530.8,22.5,2.5,1.994,5.09,,,False,40,False,False
2128,T,37.0055309,-86.3636123,531.0,21.1,2.5,1.995,5.43,,,False,40,False,False
2129,T,37.0055427,-86.3636056,531.1,24.4,2.5,1.996,4.72,,,False,40,False,False
2130,T,37.0055544,-86.3635989,531.2,24.6,2.6,1.997,4.69,,,False,40,False,False
2131,T,37.0055662,-86.3635895,531.3,32.5,2.6,1.998,5.1,,,False,40,False,False
2132,T,37.0055791,-86.3635815,531.5,26.3,2.8,1.999,5.25,,,False,40,False,False
2133,T,37.005593,-86.3635748,531.6,21.1,2.8,2.0,5.43,,,False,40,False,False
2134,T,37.0056069,-86.3635681,531.8,21.1,2.8,2.001,5.43,,,False,40,False,False
2135,T,37.005623,-86.36356,532.0,21.9,2.9,2.002,6.32,,,False,40,False,False
2136,T,37.0056348,-86.363552,532.1,28.4,3.0,2.003,4.89,,,False,40,False,False
2137,T,37.0056476,-86.3635439,532.3,26.8,3.1,2.004,5.23,,,False,40,False,False
2138,T,37.0056626,-86.3635372,532.5,19.6,3.1,2.005,5.8,,,False,40,False,False
2139,T,37.0056733,-86.3635292,532.6,30.8,3.2,2.006,4.54,,,False,40,False,False
2140,T,37.0056862,-86.3635225,532.8,22.5,3.2,2.007,5.09,,,False,40,False,False
2141,T,37.005699,-86.3635171,532.9,18.6,2.9,2.008,4.92,,,False,40,False,False
2142,T,37.0057097,-86.3635091,533.0,30.8,2.8,2.008,4.54,,,False,40,False,False
2143,T,37.0057215,-86.3634997,533.2,32.5,3.1,2.009,5.1,,,False,40,False,False
2144,T,37.0057311,-86.3634903,533.3,38.0,3.4,2.01,4.44,,,False,40,False,False
2145,T,37.0057429,-86.3634822,533.5,28.7,3.4,2.011,4.9,,,False,40,False,False
2146,T,37.0057536,-86.3634755,533.7,26.6,3.6,2.012,4.36,,,False,40,False,False
2147,T,37.0057676,-86.3634675,533.8,24.5,2.8,2.013,5.61,,,False,40,False,False
2148,T,37.0057793,-86.3634608,533.9,24.6,2.1,2.014,4.69,,,False,40,False,False
2149,T,37.005789,-86.3634527,534.0,33.7,1.7,2.015,4.25,,,False,40,False,False
2150,T,37.0057997,-86.3634474,534.1,21.6,2.0,2.016,4.19,,,False,40,False,False
2151,T,37.0058115,-86.3634393,534.2,28.7,1.7,2.017,4.9,,,False,40,False,False
2152,T,37.0058232,-86.3634313,534.2,28.6,1.7,2.017,4.86,,,False,40,False,False
2153,T,37.005834,-86.3634232,534.3,30.9,1.5,2.018,4.59,,,False,40,False,False
2154,T,37.0058457,-86.3634138,534.4,32.7,1.3,2.019,5.07,,,False,40,False,False
2155,T,37.0058575,-86.3634071,534.5,24.4,1.6,2.02,4.72,,,False,40,False,False
2156,T,37.0058682,-86.3633978,534.5,34.8,1.1,2.021,4.75,,,False,40,False,False
2157,T,37.0058779,-86.3633897,534.5,33.7,1.0,2.022,4.25,,,False,40,False,False
2158,T,37.0058886,-86.3633803,534.6,35.1,1.0,2.023,4.77,,,False,40,False,False
2159,T,37.0058993,-86.3633682,534.6,42.1,0.5,2.024,5.26,,,False,40,False,False
2160,T,37.0059079,-86.3633589,534.6,40.8,0.5,2.025,4.14,,,False,40,False,False
2161,T,37.0059164,-86.3633481,534.6,45.4,0.2,2.025,4.42,,,False,40,False,False
2162,T,37.0059271,-86.3633387,534.7,35.1,0.6,2.026,4.77,,,True,40,False,False
2163,T,37.0059378,-86.363332,534.7,26.6,0.8,2.027,4.36,,,True,39,False,False
2164,T,37.0059464,-86.3633253,534.7,31.9,0.5,2.028,3.69,,,True,39,False,False
2165,T,37.005955,-86.3633159,534.7,41.1,0.0,2.029,4.16,,,True,38,False,False
2166,T,37.0059646,-86.3633052,534.7,41.7,0.0,2.029,4.69,,,True,38,False,False
2167,T,37.0059764,-86.3632958,534.7,32.5,-0.3,2.03,5.1,,,True,37,False,False
2168,T,37.0059871,-86.3632864,534.6,35.1,-1.4,2.031,4.77,,,True,37,False,False
2169,T,37.0059957,-86.3632757,534.6,44.8,-1.5,2.032,4.42,,,True,37,False,False
2170,T,37.0060053,-86.3632636,534.5,45.2,-1.4,2.033,4.97,,,True,36,False,False
2171,T,37.006015,-86.3632556,534.5,33.4,-1.1,2.034,4.23,,,True,36,False,False
2172,T,37.0060235,-86.3632435,534.4,48.7,-1.3,2.035,4.7,,,True,35,False,False
2173,T,37.0060321,-86.3632301,534.3,51.2,-1.2,2.036,5.01,,,True,35,False,False
2174,T,37.0060417,-86.3632194,534.3,41.7,-0.9,2.037,4.69,,,True,34,False,False
2175,T,37.0060492,-86.3632073,534.3,52.2,-1.0,2.038,4.47,,,True,34,False,False
2176,T,37.0060578,-86.3631979,534.2,41.1,-0.6,2.038,4.16,,,True,34,False,False
2177,T,37.0060653,-86.3631845,534.2,55.0,-1.0,2.039,4.77,,,True,33,False,False
2178,T,37.0060749,-86.3631724,534.1,45.2,-0.8,2.04,4.97,,,True,33,False,False
2179,T,37.0060835,-86.3631604,534.1,48.1,-0.8,2.041,4.7,,,True,32,False,False
2180,T,37.0060931,-86.3631496,534.1,41.9,-0.7,2.042,4.71,,,True,32,False,False
2181,T,37.0060996,-86.3631376,534.0,55.9,-1.0,2.043,4.23,,,True,31,False,False
2182,T,37.0061071,-86.3631268,534.0,49.0,-0.8,2.044,4.17,,,True,31,False,False
2183,T,37.0061156,-86.3631121,534.0,54.1,-0.9,2.045,5.29,,,True,31,False,False
2184,T,37.0061242,-86.3630973,533.9,54.0,-0.9,2.046,5.34,,,True,30,False,False
2185,T,37.0061317,-86.3630853,533.9,52.0,-0.8,2.046,4.44,,,True,30,False,False
2186,T,37.0061392,-86.3630719,533.8,55.0,-0.9,2.047,4.77,,,True,29,False,False
2187,T,37.0061456,-86.3630598,533.8,56.5,-0.9,2.048,4.23,,,True,29,False,False
2188,T,37.006152,-86.3630464,533.7,59.1,-0.9,2.049,4.55,,,True,28,False,False
2189,T,37.0061595,-86.363033,533.7,55.0,-0.8,2.05,4.77,,,True,28,False,False
2190,T,37.006167,-86.3630209,533.7,52.2,-0.7,2.051,4.47,,,True,28,False,False
2191,T,37.0061745,-86.3630088,533.6,52.2,-0.7,2.052,4.47,,,True,27,False,False
2192,T,37.006181,-86.3629954,533.6,58.7,-0.9,2.052,4.57,,,True,27,False,False
2193,T,37.0061884,-86.3629874,533.6,40.8,-0.4,2.053,3.57,,,True,26,False,False
2194,T,37.0061938,-86.3629726,533.5,65.4,-1.0,2.054,4.75,,,True,26,False,False
2195,T,37.0061992,-86.3629606,533.5,60.6,-0.8,2.055,4.02,,,True,25,False,False
2196,T,37.0062067,-86.3629471,533.5,55.2,-0.8,2.056,4.8,,,True,25,False,False
2197,T,37.0062142,-86.3629351,533.4,52.0,-0.6,2.056,4.44,,,True,25,False,False
2198,T,37.0062206,-86.3629217,533.4,59.1,-0.8,2.057,4.55,,,True,24,False,False
2199,T,37.0062259,-86.3629082,533.3,63.8,-2.1,2.058,4.39,,,True,24,False,False
2200,T,37.0062291,-86.3628975,533.2,69.5,-3.1,2.059,3.33,,,True,23,False,False
2201,T,37.0062377,-86.3628868,533.1,44.8,-2.2,2.06,4.42,,,True,23,False,False
2202,T,37.0062431,-86.3628734,533.0,63.2,-2.9,2.06,4.38,,,True,22,False,False
2203,T,37.0062484,-86.36286,532.9,63.7,-3.1,2.061,4.36,,,True,22,False,False
2204,T,37.0062538,-86.3628479,532.7,60.8,-3.1,2.062,4.04,,,True,22,False,False
2205,T,37.0062602,-86.3628358,532.6,56.5,-2.9,2.063,4.23,,,True,21,False,False
2206,T,37.0062656,-86.3628224,532.5,63.2,-2.9,2.064,4.38,,,True,21,False,False
2207,T,37.0062709,-86.362809,532.4,63.7,-2.8,2.065,4.36,,,True,20,False,False
2208,T,37.0062763,-86.3627969,532.3,60.8,-2.5,2.065,4.04,,,True,20,False,False
2209,T,37.0062827,-86.3627835,532.2,59.1,-2.3,2.066,4.55,,,True,20,False,False
2210,T,37.006288,-86.3627715,532.1,61.1,-2.2,2.067,4.0,,,True,20,False,False
2211,T,37.0062934,-86.362758,532.0,63.4,-2.1,2.068,4.41,,,True,20,False,False
2212,T,37.0062988,-86.3627446,531.9,63.2,-1.9,2.069,4.38,,,True,21,False,False
2213,T,37.0063041,-86.3627326,531.8,61.1,-1.6,2.069,4.0,,,True,21,False,False
2214,T,37.0063095,-86.3627205,531.8,60.8,-1.5,2.07,4.04,,,True,22,False,False
2215,T,37.0063159,-86.3627057,531.7,61.6,-1.3,2.071,4.91,,,True,22,False,False
2216,T,37.0063212,-86.3626937,531.7,61.1,-1.1,2.072,4.0,,,True,22,False,False
2217,T,37.0063266,-86.3626803,531.6,63.2,-1.1,2.073,4.38,,,True,23,False,False
2218,T,37.006333,-86.3626642,531.6,63.5,-0.9,2.074,5.25,,,True,23,False,False
2219,T,37.0063373,-86.3626481,531.5,71.5,-1.2,2.075,4.96,,,True,24,False,False
2220,T,37.0063427,-86.3626347,531.5,63.2,-1.0,2.075,4.38,,,True,24,False,False
2221,T,37.006347,-86.3626186,531.3,71.5,-2.4,2.076,4.96,,,True,25,False,False
2222,T,37.0063523,-86.3626052,531.3,63.7,-1.8,2.077,4.36,,,True,25,False,False
2223,T,37.0063566,-86.3625917,531.2,68.3,-2.2,2.078,4.24,,,True,25,False,False
2224,T,37.0063609,-86.362577,531.1,69.9,-2.2,2.079,4.57,,,True,26,False,False
2225,T,37.0063652,-86.3625636,531.0,68.1,-2.1,2.08,4.21,,,True,26,False,False
2226,T,37.0063684,-86.3625488,530.9,74.9,-2.6,2.08,4.48,,,True,27,False,False
2227,T,37.0063737,-86.3625341,530.8,65.7,-2.0,2.081,4.71,,,True,27,False,False
2228,T,37.006378,-86.3625193,530.7,70.0,-2.2,2.082,4.6,,,True,28,False,False
2229,T,37.0063812,-86.3625059,530.6,73.4,-2.4,2.083,4.08,,,True,28,False,False
2230,T,37.0063855,-86.3624885,530.4,72.8,-2.4,2.084,5.32,,,True,28,False,False
2231,T,37.0063887,-86.3624724,530.3,76.0,-2.6,2.085,4.84,,,True,29,False,False
2232,T,37.006393,-86.3624563,530.2,71.5,-2.3,2.086,4.96,,,True,29,False,False
2233,T,37.0063941,-86.3624402,530.1,85.1,-3.2,2.087,4.72,,,True,30,False,False
2234,T,37.0063962,-86.3624268,529.9,78.9,-2.7,2.088,3.99,,,True,30,False,False
2235,T,37.0064005,-86.3624107,529.8,71.5,-2.3,2.088,4.96,,,True,31,False,False
2236,T,37.0064026,-86.3623906,529.7,82.5,-3.0,2.09,5.92,,,True,31,False,False
2237,T,37.0064048,-86.3623758,529.5,79.5,-2.8,2.09,4.4,,,True,31,False,False
2238,T,37.0064069,-86.3623597,529.4,80.7,-2.9,2.091,4.76,,,True,32,False,False
2239,T,37.0064112,-86.3623463,529.3,68.1,-1.9,2.092,4.21,,,True,32,False,False
2240,T,37.0064144,-86.3623275,529.2,78.0,-2.7,2.093,5.61,,,True,33,False,False
2241,T,37.0064166,-86.3623101,529.0,81.0,-2.9,2.094,5.14,,,True,33,False,False
2242,T,37.0064176,-86.3622954,528.9,85.1,-3.2,2.095,4.31,,,True,34,False,False
2243,T,37.0064187,-86.362282,528.7,84.1,-3.2,2.096,3.93,,,True,34,False,False
2244,T,37.0064208,-86.3622672,528.6,79.9,-2.8,2.097,4.39,,,True,34,False,False
2245,T,37.006423,-86.3622484,528.5,81.7,-3.0,2.098,5.55,,,True,35,False,False
2246,T,37.0064241,-86.3622364,528.3,83.5,-3.2,2.098,3.53,,,True,35,False,False
2247,T,37.0064251,-86.3622216,528.2,85.2,-3.2,2.099,4.34,,,True,36,False,False
2248,T,37.0064262,-86.3622068,528.1,84.7,-3.2,2.1,4.34,,,True,36,False,False
2249,T,37.0064273,-86.3621908,527.9,85.1,-3.2,2.101,4.69,,,True,37,False,False
2250,T,37.0064283,-86.3621747,527.8,85.6,-3.3,2.102,4.72,,,True,37,False,False
2251,T,37.0064283,-86.3621586,527.6,90.0,-3.5,2.103,4.7,,,True,37,False,False
2252,T,37.0064294,-86.3621411,527.4,85.5,-3.3,2.104,5.13,,,True,38,False,False
2253,T,37.0064294,-86.362125,527.3,90.0,-3.5,2.104,4.7,,,True,38,False,False
2254,T,37.0064294,-86.3621089,527.1,90.0,-3.5,2.105,4.7,,,True,39,False,False
2255,T,37.0064323,-86.3620929,527.0,77.2,-2.8,2.106,4.79,,,True,39,False,False
2256,T,37.0064313,-86.3620768,526.8,94.4,-3.5,2.107,4.72,,,True,40,False,False
2257,T,37.0064323,-86.3620607,526.7,85.6,-2.9,2.108,4.72,,,False,40,False,False
2258,T,37.0064345,-86.3620419,526.5,81.7,-2.7,2.109,5.55,,,False,40,False,False
2259,T,37.0064345,-86.3620231,526.4,90.0,-3.1,2.11,5.49,,,False,40,False,False
2260,T,37.0064334,-86.362007,526.2,94.9,-3.3,2.111,4.72,,,False,40,False,False
2261,T,37.0064334,-86.3619936,526.1,90.0,-3.1,2.112,3.91,,,False,40,False,False
2262,T,37.0064334,-86.3619789,525.9,90.0,-3.1,2.113,4.29,,,False,40,False,False
2263,T,37.0064334,-86.3619614,525.8,90.0,-3.1,2.114,5.11,,,False,40,False,False
2264,T,37.0064313,-86.3619453,525.6,99.3,-3.4,2.114,4.76,,,False,40,False,False
2265,T,37.0064313,-86.3619333,525.5,90.0,-3.1,2.115,3.5,,,False,40,False,False
2266,T,37.0064302,-86.3619185,525.4,95.3,-3.3,2.116,4.34,,,False,40,False,False
2267,T,37.006428,-86.3619024,525.2,99.7,-3.4,2.117,4.77,,,False,40,False,False
2268,T,37.006428,-86.3618863,525.1,90.0,-3.1,2.118,4.7,,,False,40,False,False
2269,T,37.006427,-86.3618716,524.9,94.9,-3.2,2.119,4.31,,,False,40,False,False
2270,T,37.006427,-86.3618568,524.8,90.0,-3.0,2.119,4.32,,,False,40,False,False
2271,T,37.0064238,-86.3618461,524.7,110.5,-3.5,2.12,3.33,,,False,40,False,False
2272,T,37.0064238,-86.361834,524.6,90.0,-3.0,2.121,3.53,,,False,40,False,False
2273,T,37.0064227,-86.3618206,524.4,95.9,-3.3,2.121,3.93,,,False,40,False,False
2274,T,37.0064227,-86.3618045,524.3,90.0,-2.9,2.122,4.7,,,False,40,False,False
2275,T,37.0064216,-86.3617911,524.2,95.9,-1.8,2.123,3.93,,,False,40,False,False
2276,T,37.0064184,-86.3617737,524.1,103.0,-1.8,2.124,5.21,,,False,40,False,False
2277,T,37.0064173,-86.3617603,524.1,95.9,-1.7,2.125,3.93,,,False,40,False,False
2278,T,37.0064152,-86.3617469,524.0,101.1,-1.7,2.126,3.99,,,False,40,False,False
2279,T,37.006412,-86.3617294,523.9,102.9,-1.7,2.126,5.24,,,False,40,False,False
2280,T,37.0064109,-86.361716,523.9,95.9,-1.6,2.127,3.93,,,False,40,False,False
2281,T,37.0064098,-86.3617039,523.8,96.5,-1.5,2.128,3.56,,,False,40,False,False
2282,T,37.0064055,-86.3616865,523.7,107.2,-1.5,2.129,5.32,,,False,40,False,False
2283,T,37.0064034,-86.3616704,523.7,99.3,-1.4,2.13,4.76,,,False,40,False,False
2284,T,37.0064002,-86.3616516,523.6,102.0,-1.4,2.131,5.61,,,False,40,False,False
2285,T,37.0063981,-86.3616342,523.5,98.6,-1.3,2.132,5.14,,,False,40,False,False
2286,T,37.0063959,-86.3616194,523.5,100.5,-1.3,2.133,4.4,,,False,40,False,False
2287,T,37.0063938,-86.3616047,523.4,100.1,-1.2,2.134,4.36,,,False,40,False,False
2288,T,37.0063906,-86.3615886,523.3,104.0,-1.2,2.134,4.84,,,False,40,False,False
2289,T,37.0063873,-86.3615738,523.3,105.6,-1.0,2.135,4.49,,,False,40,False,False
2290,T,37.0063831,-86.3615604,523.3,111.4,-0.9,2.136,4.2,,,False,40,False,False
2291,T,37.0063788,-86.3615457,523.2,110.1,-0.9,2.137,4.57,,,False,40,False,False
2292,T,37.0063756,-86.3615283,523.2,103.0,-0.8,2.138,5.21,,,False,40,False,False
2293,T,37.0063723,-86.3615095,523.2,102.4,0.5,2.139,5.62,,,False,40,False,False
2294,T,37.0063681,-86.3614961,523.2,111.4,0.7,2.14,4.2,,,False,40,False,False
2295,T,37.0063638,-86.3614827,523.3,111.9,0.9,2.141,4.21,,,False,40,False,False
2296,T,37.0063606,-86.3614679,523.3,105.1,0.7,2.141,4.48,,,False,40,False,False
2297,T,37.0063552,-86.3614545,523.3,116.8,1.0,2.142,4.38,,,False,40,False,False
2298,T,37.006352,-86.3614397,523.4,105.1,0.8,2.143,4.48,,,False,40,False,False
2299,T,37.0063488,-86.361425,523.4,105.2,0.8,2.144,4.45,,,False,40,False,False
2300,T,37.0063445,-86.3614102,523.5,110.0,1.1,2.145,4.6,,,False,40,False,False
2301,T,37.0063381,-86.3613955,523.5,118.6,1.3,2.146,4.88,,,False,40,False,False
2302,T,37.0063349,-86.3613807,523.6,105.1,1.0,2.147,4.48,,,False,40,False,False
2303,T,37.0063295,-86.361366,523.6,114.7,1.4,2.147,4.72,,,False,40,False,False
2304,T,37.0063252,-86.3613499,523.7,108.5,1.2,2.148,4.96,,,False,40,False,False
2305,T,37.0063188,-86.3613351,523.8,118.4,1.6,2.149,4.91,,,False,40,False,False
2306,T,37.0063124,-86.361319,523.9,116.5,1.6,2.15,5.25,,,False,40,False,False
2307,T,37.006307,-86.3613029,523.9,112.8,1.5,2.151,5.1,,,False,40,False,False
2308,T,37.0063038,-86.3612922,524.0,110.5,1.6,2.152,3.33,,,False,40,False,False
2309,T,37.0062985,-86.3612775,524.1,114.3,1.7,2.153,4.71,,,False,40,False,False
2310,T,37.0062931,-86.3612614,524.2,112.8,1.8,2.154,5.1,,,False,40,False,False
2311,T,37.0062867,-86.361248,524.3,120.9,2.2,2.155,4.55,,,False,40,False,False
2312,T,37.0062813,-86.3612332,524.4,114.6,2.4,2.156,4.75,,,False,40,False,False
