Unnamed: 0,type,latitude,longitude,altitude (ft),course,slope (%),distance (mi),distance_interval (ft),name,desc,is_curve,speed,add_curve,remove_curve
1749,T,37.0019912,-86.3679343,517.1,57.6,-5.3,1.642,5.11,,,False,40,False,False
1750,T,37.0019976,-86.3679196,516.8,61.4,-5.3,1.643,4.88,,,False,40,False,False
1751,T,37.0020041,-86.3679061,516.6,58.9,-4.4,1.644,4.6,,,False,40,False,False
1752,T,37.0020094,-86.3678927,516.4,63.7,-3.9,1.645,4.36,,,False,40,False,False
1753,T,37.0020158,-86.3678766,516.2,63.5,-3.8,1.646,5.25,,,False,40,False,False
1754,T,37.0020223,-86.3678646,516.1,55.9,-3.8,1.647,4.23,,,False,40,False,False
1755,T,37.0020276,-86.3678498,515.9,65.8,-3.5,1.648,4.73,,,False,40,False,False
1756,T,37.0020351,-86.3678391,515.7,48.7,-3.6,1.649,4.15,,,False,40,False,False
1757,T,37.0020416,-86.3678243,515.6,61.2,-3.4,1.65,4.93,,,False,40,False,False
1758,T,37.0020469,-86.3678082,515.4,67.6,-3.2,1.65,5.08,,,False,40,False,False
1759,T,37.0020533,-86.3677948,515.3,59.1,-3.2,1.651,4.55,,,False,40,False,False
1760,T,37.0020598,-86.3677801,515.1,61.0,-3.1,1.652,4.9,,,False,40,False,False
1761,T,37.0020673,-86.3677694,515.0,48.7,-3.1,1.653,4.15,,,False,40,False,False
1762,T,37.0020726,-86.3677573,514.9,61.3,-2.9,1.654,4.03,,,False,40,False,False
1763,T,37.002079,-86.3677425,514.7,61.6,-2.7,1.655,4.91,,,False,40,False,False
1764,T,37.0020865,-86.3677278,514.5,57.4,-4.1,1.656,5.09,,,False,40,False,False
1765,T,37.0020919,-86.367713,514.3,65.4,-5.0,1.657,4.75,,,False,40,False,False
1766,T,37.0020972,-86.3676983,514.1,65.7,-4.9,1.658,4.71,,,False,40,False,False
1767,T,37.0021037,-86.3676835,513.8,61.2,-5.4,1.658,4.93,,,False,40,False,False
1768,T,37.0021112,-86.3676701,513.5,55.0,-5.9,1.659,4.77,,,False,40,False,False
1769,T,37.0021165,-86.3676527,513.3,69.1,-4.4,1.66,5.44,,,False,40,False,False
1770,T,37.002123,-86.3676379,513.0,61.2,-5.1,1.661,4.93,,,False,40,False,False
1771,T,37.0021294,-86.3676205,512.9,65.3,-2.6,1.662,5.59,,,False,40,False,False
1772,T,37.0021358,-86.3676071,512.7,59.1,-3.2,1.663,4.55,,,False,40,False,False
1773,T,37.0021433,-86.3675923,512.6,57.6,-3.3,1.664,5.11,,,False,40,False,False
1774,T,37.0021487,-86.3675749,512.5,68.8,-1.8,1.665,5.45,,,False,40,False,False
1775,T,37.0021551,-86.3675588,512.4,63.5,-2.3,1.666,5.25,,,False,40,False,False
1776,T,37.0021626,-86.3675441,512.2,57.4,-2.8,1.667,5.09,,,False,40,False,False
1777,T,37.0021669,-86.367528,512.2,71.5,-1.2,1.668,4.96,,,False,40,False,False
1778,T,37.0021733,-86.3675132,512.0,61.6,-2.1,1.669,4.91,,,False,40,False,False
1779,T,37.0021808,-86.3674998,511.9,55.0,-2.6,1.67,4.77,,,False,40,False,False
1780,T,37.0021894,-86.3674824,511.8,58.2,-2.2,1.671,5.97,,,False,40,False,False
1781,T,37.0021958,-86.3674676,511.7,61.6,-1.7,1.672,4.91,,,False,40,False,False
1782,T,37.0022022,-86.3674515,511.6,63.5,-1.4,1.673,5.25,,,False,40,False,False
1783,T,37.0022086,-86.3674394,511.6,56.5,-1.9,1.674,4.23,,,False,40,False,False
1784,T,37.0022161,-86.3674234,511.5,59.6,-1.5,1.675,5.41,,,False,40,False,False
1785,T,37.0022215,-86.3674099,511.4,63.4,-1.0,1.676,4.41,,,False,40,False,False
1786,T,37.0022279,-86.3673965,511.4,59.1,-1.3,1.677,4.55,,,False,40,False,False
1787,T,37.0022333,-86.3673845,511.3,60.6,-1.0,1.677,4.02,,,False,40,False,False
1788,T,37.0022418,-86.3673697,511.3,54.3,-1.5,1.678,5.32,,,False,40,False,False
1789,T,37.0022493,-86.3673563,511.2,55.0,-1.2,1.679,4.77,,,False,40,False,False
1790,T,37.0022547,-86.3673415,511.2,65.4,-0.1,1.68,4.75,,,False,40,False,False
1791,T,37.00226,-86.3673268,511.2,65.7,0.1,1.681,4.71,,,False,40,False,False
1792,T,37.0022675,-86.3673134,511.2,55.0,-0.6,1.682,4.77,,,False,40,False,False
1793,T,37.002274,-86.3673,511.2,58.7,-0.1,1.683,4.57,,,False,40,False,False
1794,T,37.0022793,-86.3672866,511.2,63.7,0.5,1.684,4.36,,,False,40,False,False
1795,T,37.0022836,-86.3672745,511.2,66.0,0.8,1.684,3.86,,,False,40,False,False
1796,T,37.0022911,-86.3672597,511.2,57.6,0.4,1.685,5.11,,,False,40,False,False
1797,T,37.0022975,-86.3672463,511.3,59.1,0.7,1.686,4.55,,,False,40,False,False
1798,T,37.0023029,-86.3672316,511.3,65.3,1.4,1.687,4.72,,,False,40,False,False
1799,T,37.0023093,-86.3672195,511.4,56.5,0.9,1.688,4.23,,,False,40,False,False
1800,T,37.0023179,-86.3672021,511.5,58.2,1.3,1.689,5.97,,,False,40,False,False
1801,T,37.0023232,-86.36719,511.5,61.3,1.7,1.69,4.03,,,False,40,False,False
1802,T,37.0023264,-86.3671766,511.6,73.4,2.7,1.691,4.08,,,False,40,False,False
1803,T,37.0023318,-86.3671605,511.7,67.2,2.4,1.691,5.1,,,False,40,False,False
1804,T,37.0023361,-86.3671471,511.9,68.1,2.6,1.692,4.21,,,False,40,False,False
1805,T,37.0023425,-86.367135,512.0,56.5,2.2,1.693,4.23,,,False,40,False,False
1806,T,37.0023489,-86.3671216,512.1,59.1,2.5,1.694,4.55,,,False,40,False,False
1807,T,37.0023554,-86.3671069,512.2,61.0,2.9,1.695,4.9,,,False,40,False,False
1808,T,37.0023618,-86.3670921,512.4,61.6,3.0,1.696,4.91,,,False,40,False,False
1809,T,37.0023671,-86.36708,512.5,61.3,2.6,1.697,4.03,,,False,40,False,False
1810,T,37.0023736,-86.3670626,512.6,64.9,1.6,1.698,5.61,,,False,40,False,False
1811,T,37.0023789,-86.3670465,512.7,67.6,1.9,1.699,5.08,,,False,40,False,False
1812,T,37.0023864,-86.3670317,512.7,57.6,1.4,1.7,5.11,,,False,40,False,False
1813,T,37.0023939,-86.3670183,512.8,55.0,1.4,1.7,4.77,,,False,40,False,False
1814,T,37.0024025,-86.3670036,512.9,53.8,1.4,1.701,5.31,,,False,40,False,False
1815,T,37.0024089,-86.3669875,513.0,63.5,1.8,1.702,5.25,,,False,40,False,False
1816,T,37.0024175,-86.3669741,513.0,51.2,1.4,1.703,5.01,,,False,40,False,False
1817,T,37.0024239,-86.3669593,513.1,61.6,1.8,1.704,4.91,,,False,40,False,False
1818,T,37.0024293,-86.3669459,513.2,63.2,1.9,1.705,4.38,,,False,40,False,False
1819,T,37.0024378,-86.3669325,513.3,51.5,1.4,1.706,4.99,,,False,40,False,False
1820,T,37.0024453,-86.3669178,513.4,57.4,1.7,1.707,5.09,,,False,40,False,False
1821,T,37.0024518,-86.366903,513.5,61.2,1.9,1.708,4.93,,,False,40,False,False
1822,T,37.0024593,-86.3668883,513.5,57.4,1.9,1.709,5.09,,,False,40,False,False
1823,T,37.0024678,-86.3668748,513.6,51.7,1.6,1.71,5.01,,,False,40,False,False
1824,T,37.0024764,-86.3668601,513.7,53.8,1.8,1.711,5.31,,,False,40,False,False
1825,T,37.0024817,-86.3668427,513.8,69.1,2.3,1.712,5.44,,,False,40,False,False
1826,T,37.0024903,-86.3668279,513.9,54.0,1.8,1.713,5.34,,,False,40,False,False
1827,T,37.0024989,-86.3668118,514.1,56.2,2.0,1.714,5.65,,,False,40,False,False
1828,T,37.0025053,-86.3667997,514.1,56.5,1.8,1.715,4.23,,,False,40,False,False
1829,T,37.0025128,-86.3667836,514.2,59.7,1.6,1.716,5.44,,,False,40,False,False
1830,T,37.0025214,-86.3667689,514.3,53.8,1.4,1.717,5.31,,,False,40,False,False
1831,T,37.0025278,-86.3667515,514.4,65.3,1.8,1.718,5.59,,,False,40,False,False
1832,T,37.0025353,-86.3667367,514.5,57.6,1.6,1.719,5.11,,,False,40,False,False
1833,T,37.0025439,-86.3667233,514.6,51.2,1.4,1.72,5.01,,,False,40,False,False
1834,T,37.0025514,-86.3667072,514.6,59.7,1.7,1.721,5.44,,,False,40,False,False
1835,T,37.0025589,-86.3666884,514.8,63.5,1.9,1.722,6.13,,,False,40,False,False
1836,T,37.0025653,-86.366671,514.9,65.3,1.9,1.723,5.59,,,False,40,False,False
1837,T,37.0025728,-86.3666549,515.0,59.7,1.7,1.724,5.44,,,False,40,False,False
1838,T,37.0025813,-86.3666401,515.0,54.3,1.6,1.725,5.32,,,False,40,False,False
1839,T,37.0025878,-86.3666267,515.1,58.7,1.8,1.726,4.57,,,False,40,False,False
1840,T,37.0025953,-86.3666133,515.2,55.0,1.7,1.727,4.77,,,False,40,False,False
1841,T,37.0026028,-86.3665972,515.3,59.7,1.8,1.728,5.44,,,False,40,False,False
1842,T,37.0026081,-86.3665811,515.4,67.6,2.1,1.729,5.08,,,False,40,False,False
1843,T,37.0026156,-86.366565,515.5,59.7,1.9,1.73,5.44,,,False,40,False,False
1844,T,37.0026242,-86.3665516,515.6,51.2,1.6,1.731,5.01,,,False,40,False,False
1845,T,37.0026306,-86.3665342,515.7,65.3,2.1,1.732,5.59,,,False,40,False,False
1846,T,37.002637,-86.3665181,515.8,63.5,2.3,1.733,5.25,,,False,40,False,False
1847,T,37.0026424,-86.366502,516.0,67.2,2.8,1.734,5.1,,,False,40,False,False
1848,T,37.002651,-86.3664873,516.1,53.8,2.8,1.735,5.31,,,False,40,False,False
1849,T,37.0026574,-86.3664712,516.3,63.5,2.8,1.736,5.25,,,False,40,False,False
1850,T,37.0026649,-86.3664578,516.4,55.0,2.7,1.737,4.77,,,False,40,False,False
1851,T,37.0026713,-86.366443,516.5,61.6,2.7,1.738,4.91,,,False,40,False,False
1852,T,37.0026788,-86.3664296,516.7,55.0,2.5,1.739,4.77,,,False,40,False,False
1853,T,37.0026852,-86.3664135,516.8,63.5,2.6,1.74,5.25,,,False,40,False,False
1854,T,37.0026927,-86.3663987,516.9,57.6,2.5,1.741,5.11,,,False,40,False,False
1855,T,37.0027002,-86.3663867,517.0,52.0,2.4,1.741,4.44,,,False,40,False,False
1856,T,37.0027077,-86.3663759,517.1,49.0,2.2,1.742,4.17,,,False,40,False,False
1857,T,37.0027142,-86.3663625,517.2,58.7,2.4,1.743,4.57,,,False,40,False,False
1858,T,37.0027238,-86.3663478,517.3,50.7,2.2,1.744,5.54,,,False,40,False,False
1859,T,37.0027324,-86.3663344,517.4,51.2,2.1,1.745,5.01,,,False,40,False,False
1860,T,37.0027399,-86.366321,517.5,55.0,2.1,1.746,4.77,,,False,40,False,False
1861,T,37.0027495,-86.3663089,517.6,45.2,1.8,1.747,4.97,,,False,40,False,False
1862,T,37.0027591,-86.3662955,517.7,48.1,1.9,1.748,5.25,,,False,40,False,False
1863,T,37.0027688,-86.3662861,517.8,37.7,1.5,1.749,4.47,,,False,40,False,False
1864,T,37.0027784,-86.3662727,517.9,48.1,1.8,1.75,5.25,,,False,40,False,False
1865,T,37.002787,-86.3662593,518.0,51.2,1.8,1.751,5.01,,,False,40,False,False
1866,T,37.0027923,-86.3662476,518.1,60.4,2.3,1.751,3.92,,,False,40,False,False
1867,T,37.0027988,-86.3662342,518.2,58.7,3.8,1.752,4.57,,,False,40,False,False
1868,T,37.0028095,-86.3662194,518.4,47.8,3.4,1.753,5.82,,,False,40,False,False
1869,T,37.002817,-86.366206,518.6,55.0,3.9,1.754,4.77,,,False,40,False,False
1870,T,37.0028245,-86.3661926,518.8,55.0,3.9,1.755,4.77,,,False,40,False,False
1871,T,37.0028309,-86.3661792,519.0,59.1,4.2,1.756,4.55,,,False,40,False,False
1872,T,37.0028405,-86.3661658,519.2,48.1,3.8,1.757,5.25,,,False,40,False,False
1873,T,37.002848,-86.3661537,519.4,52.2,4.1,1.758,4.47,,,False,40,False,False
1874,T,37.0028566,-86.3661417,519.6,48.1,4.0,1.759,4.7,,,False,40,False,False
1875,T,37.0028662,-86.3661296,519.8,45.2,3.9,1.76,4.97,,,False,40,False,False
1876,T,37.0028759,-86.3661148,520.0,50.6,4.3,1.761,5.58,,,False,40,False,False
1877,T,37.0028866,-86.3661028,520.2,41.8,3.9,1.762,5.24,,,False,40,False,False
1878,T,37.0028973,-86.3660893,520.4,45.2,4.3,1.763,5.54,,,False,40,False,False
1879,T,37.0029048,-86.3660773,520.7,52.0,4.7,1.764,4.44,,,False,40,False,False
1880,T,37.0029155,-86.3660679,520.8,35.1,3.9,1.765,4.77,,,False,40,False,False
1881,T,37.002923,-86.3660558,521.1,52.2,5.4,1.765,4.47,,,False,40,False,False
1882,T,37.0029326,-86.3660451,521.3,41.7,5.1,1.766,4.69,,,False,40,False,False
1883,T,37.0029412,-86.366033,521.6,48.3,5.1,1.767,4.72,,,False,40,False,False
1884,T,37.0029508,-86.366021,521.8,44.9,5.0,1.768,4.95,,,False,40,False,False
1885,T,37.0029605,-86.3660116,522.0,37.7,4.5,1.769,4.47,,,False,40,False,False
1886,T,37.0029691,-86.3660035,522.2,36.9,4.4,1.77,3.92,,,False,40,False,False
1887,T,37.0029798,-86.3659928,522.4,38.6,4.3,1.771,4.99,,,False,40,False,False
1888,T,37.0029905,-86.3659807,522.6,42.1,4.4,1.772,5.26,,,False,40,False,False
1889,T,37.0030012,-86.3659673,522.9,45.0,4.0,1.773,5.52,,,False,40,False,False
1890,T,37.0030119,-86.3659566,523.0,38.6,3.3,1.774,4.99,,,False,40,False,False
1891,T,37.0030215,-86.3659472,523.2,38.0,3.3,1.775,4.44,,,False,40,False,False
1892,T,37.0030312,-86.3659378,523.3,37.7,3.2,1.775,4.47,,,False,40,False,False
1893,T,37.0030397,-86.3659271,523.5,45.2,3.4,1.776,4.4,,,False,40,False,False
1894,T,37.0030494,-86.3659163,523.6,41.6,3.4,1.777,4.73,,,False,40,False,False
1895,T,37.0030579,-86.3659083,523.7,36.9,3.2,1.778,3.88,,,False,40,False,False
1896,T,37.0030687,-86.3658976,523.9,38.4,3.3,1.779,5.02,,,False,40,False,False
1897,T,37.0030794,-86.3658868,524.1,38.9,3.3,1.78,5.01,,,False,40,False,False
1898,T,37.0030879,-86.3658775,524.2,41.1,3.3,1.781,4.12,,,False,40,False,False
1899,T,37.0030986,-86.3658667,524.4,38.9,3.3,1.781,5.01,,,False,40,False,False
1900,T,37.0031104,-86.365856,524.6,35.9,3.2,1.783,5.31,,,False,40,False,False
1901,T,37.0031244,-86.3658439,524.7,34.6,3.2,1.784,6.2,,,False,40,False,False
1902,T,37.0031361,-86.3658305,524.9,42.4,3.4,1.785,5.78,,,False,40,False,False
1903,T,37.0031458,-86.3658211,525.1,37.7,3.3,1.786,4.47,,,False,40,False,False
1904,T,37.0031576,-86.3658104,525.3,35.9,3.2,1.787,5.31,,,False,40,False,False
1905,T,37.0031693,-86.365801,525.4,32.7,3.1,1.788,5.07,,,False,40,False,False
1906,T,37.0031811,-86.3657916,525.6,32.5,3.1,1.789,5.1,,,False,40,False,False
1907,T,37.0031908,-86.3657836,525.7,33.4,3.2,1.789,4.23,,,False,40,False,False
1908,T,37.0031993,-86.3657742,525.8,41.4,2.8,1.79,4.14,,,False,40,False,False
1909,T,37.0032079,-86.3657621,525.9,48.3,2.4,1.791,4.72,,,False,40,False,False
1910,T,37.0032186,-86.36575,526.1,42.1,2.2,1.792,5.26,,,False,40,False,False
1911,T,37.0032304,-86.3657393,526.1,35.9,1.7,1.793,5.31,,,False,40,False,False
1912,T,37.00324,-86.3657299,526.2,38.0,1.8,1.794,4.44,,,False,40,False,False
1913,T,37.0032518,-86.3657192,526.3,35.9,1.5,1.795,5.31,,,False,40,False,False
1914,T,37.0032636,-86.3657085,526.4,35.9,1.4,1.796,5.31,,,False,40,False,False
1915,T,37.0032775,-86.3656964,526.5,34.8,1.3,1.797,6.17,,,False,40,False,False
1916,T,37.0032871,-86.3656817,526.5,50.7,0.1,1.798,5.54,,,False,40,False,False
1917,T,37.0032979,-86.3656696,526.5,41.8,-0.2,1.799,5.29,,,False,40,False,False
1918,T,37.0033086,-86.3656589,526.5,38.6,-0.1,1.8,4.99,,,False,40,False,False
1919,T,37.0033203,-86.3656495,526.4,32.7,-0.1,1.801,5.07,,,False,40,False,False
1920,T,37.0033332,-86.3656387,526.4,33.8,-0.1,1.802,5.66,,,False,40,False,False
1921,T,37.003345,-86.3656293,526.4,32.5,0.0,1.803,5.1,,,False,40,False,False
1922,T,37.0033557,-86.3656173,526.5,41.8,0.2,1.804,5.24,,,False,40,False,False
1923,T,37.0033685,-86.3656052,526.5,37.1,0.2,1.805,5.85,,,False,40,False,False
1924,T,37.0033793,-86.3655945,526.5,38.4,0.2,1.806,5.02,,,False,40,False,False
1925,T,37.0033878,-86.3655851,526.5,41.4,0.3,1.807,4.14,,,False,40,False,False
1926,T,37.0033996,-86.3655744,526.5,35.9,0.4,1.808,5.31,,,False,40,False,False
1927,T,37.0034135,-86.3655623,526.5,34.8,0.4,1.809,6.17,,,False,40,False,False
1928,T,37.0034242,-86.3655529,526.6,35.1,0.5,1.81,4.77,,,False,40,False,False
1929,T,37.0034349,-86.3655449,526.6,30.8,0.4,1.811,4.54,,,False,40,False,False
1930,T,37.0034457,-86.3655301,526.6,47.6,0.7,1.812,5.84,,,False,40,False,False
1931,T,37.0034542,-86.365518,526.6,48.7,0.7,1.813,4.7,,,False,40,False,False
1932,T,37.0034649,-86.3655086,526.7,35.1,0.7,1.814,4.77,,,False,40,False,False
1933,T,37.0034724,-86.3654979,526.7,48.7,0.9,1.815,4.15,,,False,40,False,False
1934,T,37.0034789,-86.3654859,526.7,55.9,0.7,1.815,4.23,,,False,40,False,False
1935,T,37.0034874,-86.3654751,526.8,45.4,0.7,1.816,4.42,,,False,40,False,False
1936,T,37.003496,-86.3654657,526.8,41.1,0.6,1.817,4.16,,,False,40,False,False
1937,T,37.0035056,-86.365455,526.8,41.7,0.6,1.818,4.69,,,False,40,False,False
1938,T,37.0035153,-86.3654403,526.9,50.4,0.6,1.819,5.56,,,False,40,False,False
1939,T,37.0035228,-86.3654242,526.9,59.7,0.6,1.82,5.44,,,False,40,False,False
1940,T,37.0035335,-86.3654134,526.9,38.9,0.1,1.821,5.01,,,False,40,False,False
1941,T,37.0035431,-86.3654027,526.9,41.7,-0.6,1.822,4.69,,,False,40,False,False
1942,T,37.0035528,-86.3653893,526.8,47.8,-0.6,1.823,5.27,,,False,40,False,False
1943,T,37.0035624,-86.3653799,526.8,38.0,-0.4,1.824,4.44,,,False,40,False,False
1944,T,37.0035699,-86.3653705,526.8,45.0,-0.4,1.824,3.87,,,False,40,False,False
1945,T,37.0035785,-86.3653611,526.8,41.1,-0.4,1.825,4.16,,,False,40,False,False
1946,T,37.003586,-86.3653517,526.8,45.0,-0.3,1.826,3.87,,,False,40,False,False
1947,T,37.0035945,-86.365341,526.8,45.2,-0.4,1.827,4.4,,,False,40,False,False
1948,T,37.0036042,-86.365333,526.7,33.4,-0.1,1.827,4.23,,,False,40,False,False
1949,T,37.0036138,-86.3653222,526.7,41.9,-0.2,1.828,4.71,,,False,40,False,False
1950,T,37.0036245,-86.3653115,526.7,38.6,-0.1,1.829,4.99,,,False,40,False,False
1951,T,37.0036331,-86.3653021,526.7,41.1,-0.1,1.83,4.16,,,False,40,False,False
1952,T,37.0036427,-86.3652914,526.7,41.7,0.0,1.831,4.69,,,False,40,False,False
1953,T,37.0036524,-86.3652833,526.7,33.7,0.1,1.832,4.25,,,False,40,False,False
1954,T,37.003662,-86.3652713,526.7,44.9,0.1,1.833,4.95,,,False,40,False,False
1955,T,37.0036706,-86.3652605,526.7,45.1,0.1,1.834,4.44,,,False,40,False,False
1956,T,37.0036823,-86.3652525,526.8,28.6,0.3,1.834,4.86,,,False,40,False,False
1957,T,37.0036909,-86.3652391,526.8,51.2,0.1,1.835,5.01,,,False,40,False,False
1958,T,37.0036995,-86.3652297,526.8,41.1,0.3,1.836,4.16,,,False,40,False,False
1959,T,37.0037091,-86.3652217,526.8,33.6,0.5,1.837,4.2,,,False,40,False,False
1960,T,37.0037198,-86.3652136,526.8,31.2,0.5,1.838,4.56,,,False,40,False,False
1961,T,37.0037305,-86.3652029,526.9,38.6,0.5,1.839,4.99,,,False,40,False,False
1962,T,37.0037413,-86.3651921,526.9,38.6,0.5,1.84,5.04,,,False,40,False,False
1963,T,37.003752,-86.3651814,526.9,38.6,0.4,1.841,4.99,,,False,40,False,False
1964,T,37.0037605,-86.3651693,526.9,48.7,-0.6,1.842,4.7,,,False,40,False,False
1965,T,37.0037691,-86.36516,526.8,40.8,-0.7,1.842,4.14,,,False,40,False,False
1966,T,37.0037809,-86.3651466,526.8,42.2,-0.7,1.844,5.81,,,False,40,False,False
1967,T,37.0037927,-86.3651345,526.7,39.3,-1.1,1.845,5.56,,,False,40,False,False
1968,T,37.0038044,-86.3651224,526.7,39.6,-1.4,1.846,5.53,,,False,40,False,False
1969,T,37.0038152,-86.3651117,526.6,38.4,-1.4,1.847,5.02,,,False,40,False,False
1970,T,37.0038248,-86.3650983,526.5,48.1,-1.5,1.848,5.25,,,False,40,False,False
1971,T,37.0038344,-86.3650875,526.4,41.9,-1.4,1.848,4.71,,,False,40,False,False
1972,T,37.0038441,-86.3650782,526.4,37.4,-1.4,1.849,4.46,,,False,40,False,False
1973,T,37.0038558,-86.3650647,526.3,42.7,-1.4,1.85,5.8,,,False,40,False,False
1974,T,37.0038666,-86.365054,526.2,38.4,-1.4,1.851,5.02,,,False,40,False,False
1975,T,37.0038773,-86.3650419,526.2,42.1,-1.3,1.852,5.26,,,False,40,False,False
1976,T,37.003889,-86.3650299,526.1,39.3,-1.3,1.853,5.52,,,False,40,False,False
1977,T,37.0039019,-86.3650165,526.0,39.7,-1.3,1.855,6.11,,,False,40,False,False
1978,T,37.0039105,-86.3650057,526.0,45.1,-1.3,1.855,4.44,,,False,40,False,False
1979,T,37.0039201,-86.364995,525.9,41.7,-1.3,1.856,4.69,,,False,40,False,False
1980,T,37.0039308,-86.3649843,525.8,38.6,-1.2,1.857,4.99,,,False,40,False,False
1981,T,37.0039394,-86.3649722,525.8,48.3,-1.3,1.858,4.72,,,False,40,False,False
1982,T,37.0039522,-86.3649628,525.7,30.4,-1.1,1.859,5.41,,,False,40,False,False
1983,T,37.0039619,-86.3649521,525.7,41.4,-1.2,1.86,4.72,,,False,40,False,False
1984,T,37.0039726,-86.3649414,525.6,38.6,-1.2,1.861,4.99,,,False,40,False,False
1985,T,37.0039822,-86.3649306,525.5,41.9,-1.1,1.862,4.71,,,False,40,False,False
1986,T,37.0039929,-86.3649172,525.5,45.0,-1.1,1.863,5.52,,,False,40,False,False
1987,T,37.0040026,-86.3649065,525.4,41.4,-1.1,1.864,4.72,,,False,40,False,False
1988,T,37.0040144,-86.3648931,525.4,42.2,-1.1,1.865,5.81,,,False,40,False,False
1989,T,37.0040261,-86.364881,525.3,39.6,-1.0,1.866,5.53,,,False,40,False,False
1990,T,37.0040368,-86.3648716,525.2,35.1,-1.7,1.867,4.77,,,False,40,False,False
1991,T,37.0040476,-86.3648609,525.1,38.4,-1.8,1.868,5.02,,,False,40,False,False
1992,T,37.0040572,-86.3648488,525.1,45.2,-1.7,1.869,4.97,,,False,40,False,False
1993,T,37.0040679,-86.3648381,525.0,38.6,-1.8,1.87,4.99,,,False,40,False,False
1994,T,37.0040797,-86.3648274,524.9,35.9,-1.7,1.871,5.31,,,False,40,False,False
1995,T,37.0040893,-86.364814,524.8,48.1,-1.6,1.872,5.25,,,False,40,False,False
1996,T,37.0041011,-86.3648019,524.7,39.3,-1.7,1.873,5.56,,,False,40,False,False
1997,T,37.0041129,-86.3647912,524.6,35.9,-1.7,1.874,5.31,,,False,40,False,False
1998,T,37.0041225,-86.3647791,524.5,45.2,-1.5,1.875,4.97,,,False,40,False,False
1999,T,37.0041343,-86.3647684,524.5,35.9,-1.7,1.876,5.31,,,False,40,False,False
2000,T,37.0041461,-86.3647576,524.4,36.2,-1.6,1.877,5.33,,,False,40,False,False
2001,T,37.0041557,-86.3647456,524.3,44.9,-1.5,1.878,4.95,,,False,40,False,False
2002,T,37.0041675,-86.3647335,524.2,39.3,-1.5,1.879,5.56,,,False,40,False,False
2003,T,37.0041782,-86.3647241,524.1,35.1,-1.6,1.88,4.77,,,False,40,False,False
2004,T,37.0041911,-86.3647134,524.1,33.5,-1.5,1.881,5.64,,,False,40,False,False
2005,T,37.0042039,-86.364704,524.0,30.4,-1.5,1.882,5.41,,,False,40,False,False
2006,T,37.0042157,-86.3646933,523.9,35.9,-1.5,1.883,5.31,,,False,40,False,False
2007,T,37.0042253,-86.3646812,523.8,45.2,-1.4,1.884,4.97,,,False,40,False,False
2008,T,37.0042361,-86.3646705,523.8,38.4,-1.4,1.885,5.02,,,True,40,False,False
2009,T,37.0042489,-86.3646597,523.7,34.0,-1.4,1.886,5.63,,,True,38,False,False
2010,T,37.0042585,-86.364649,523.6,41.7,-1.4,1.887,4.69,,,True,37,False,False
2011,T,37.0042682,-86.3646383,523.5,41.4,-1.3,1.887,4.72,,,True,36,False,False
2012,T,37.0042789,-86.3646275,523.5,38.9,-1.3,1.888,5.01,,,True,35,False,False
2013,T,37.0042896,-86.3646182,523.4,34.8,-1.4,1.889,4.75,,,True,34,False,False
2014,T,37.0043025,-86.3646074,523.3,33.8,-1.3,1.89,5.66,,,True,33,False,False
2015,T,37.0043132,-86.3645967,523.2,38.6,-1.8,1.891,4.99,,,True,32,False,False
2016,T,37.0043239,-86.364586,523.1,38.6,-2.0,1.892,4.99,,,True,31,False,False
2017,T,37.0043378,-86.3645766,523.0,28.4,-2.6,1.893,5.76,,,True,30,False,False
2018,T,37.0043485,-86.3645659,522.9,38.6,-2.7,1.894,4.99,,,True,28,False,False
2019,T,37.0043603,-86.3645565,522.7,32.5,-2.7,1.895,5.1,,,True,27,False,False
2020,T,37.0043742,-86.3645457,522.6,31.8,-2.6,1.896,5.96,,,True,26,False,False
2021,T,37.004386,-86.3645377,522.4,28.4,-2.6,1.897,4.89,,,True,25,False,False
2022,T,37.0043967,-86.3645283,522.3,35.1,-2.5,1.898,4.77,,,True,24,False,False
2023,T,37.0044063,-86.3645203,522.2,33.6,-2.5,1.899,4.2,,,True,23,False,False
2024,T,37.0044181,-86.3645135,522.1,24.7,-2.5,1.9,4.73,,,True,22,False,False
2025,T,37.0044288,-86.3645042,522.0,34.8,-2.4,1.901,4.75,,,True,21,False,False
2026,T,37.0044395,-86.3644934,521.9,38.9,-2.4,1.902,5.01,,,True,20,False,False
2027,T,37.004446,-86.3644787,521.8,61.0,-2.1,1.903,4.9,,,True,21,False,False
2028,T,37.0044545,-86.3644666,521.7,48.7,-2.2,1.904,4.7,,,True,22,False,False
2029,T,37.0044642,-86.3644492,521.5,55.1,-2.1,1.905,6.19,,,True,23,False,False
2030,T,37.0044727,-86.3644358,521.4,51.5,-2.1,1.906,4.99,,,True,24,False,False
2031,T,37.004476,-86.3644224,521.4,72.9,-1.6,1.906,4.09,,,True,25,False,False
2032,T,37.0044813,-86.3644089,521.3,63.8,-1.9,1.907,4.39,,,True,26,False,False
2033,T,37.0044867,-86.3643969,521.2,60.6,-1.8,1.908,4.02,,,True,27,False,False
2034,T,37.004492,-86.3643835,521.1,63.7,-1.8,1.909,4.36,,,True,28,False,False
2035,T,37.0044974,-86.3643727,521.1,57.9,-1.9,1.91,3.72,,,True,29,False,False
2036,T,37.0045059,-86.3643593,521.0,51.5,-1.9,1.911,4.99,,,True,30,False,False
